Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
Honda Fit hybrid Mugen model!!!,"€10,950",Honda,Fit,---,---,2015,"137,500 km",Petrol Hybrid,---,Hatchback,1.5 litre,---,---,5,5,Yellow,Ireland,1,170,Sep 2024,---,,---,,,
** 20 X 8 STEEL CONTAINISED TOILET BLOCK **,"€2,250",---,,,,,,,,,,,,,,,,,,,,,,,---,
** 12 X 10 STEEL CONTANISED TOILET BLOCK **,"€1,250",---,,,,,,,,,,,,,,,,,,,,,,,---,
*** SKID MOUNTED WATER BOWSER....2000lt ***,"€1,250",---,,,,,,,,,,,,,,,,,,,,,,,---,
Volkswagen Polo 1.2 Automatic,"€9,990",Volkswagen,Polo,HIGHLINE,Luxury Trim,2012,"122,002 km",Petrol,Automatic,Hatchback,1.2 litre,105hp,9.7 sec,5,5,Black,Ireland,1,200,Apr 2023,5/5,6 Month,,,,
Spotless Nissan qashqai,"€4,500",Nissan,Qashqai,XE,Base Trim,2011,"240,000 km",Diesel,Manual,Hatchback,1.5 litre,106hp,12.2 sec,5,5,Silver,Ireland,5,280,Jul 2023,---,,,,,
** LOG GRAPPLE/ ROTATORC/w 65mm CRADLE **,"€2,000",---,,,,,,,,,,,,,,,,,,,,,,,---,
Volkswagen Golf Golf 1.0tsi 115BHP 5DR Comfortlin,"€24,950",Volkswagen,Golf,Comfortline,Medium Trim,2019,"26,319 km",Petrol,Automatic,Hatchback,1.0 litre,115hp,9.8 sec,5,5,Blue,Ireland,1,190,May 2023,---,12 Month,,,,
Nissan Note 1.2 Automatic,"€12,950",Nissan,Note,SV,Medium Trim,2018,"85,600 km",Petrol,Automatic,MPV,1.2 litre,98hp,11.7 sec,5,5,Grey,Ireland,---,170,Jul 2024,4/5,,,,,
2010 Volkswagen Passat,"€3,500",Volkswagen,Passat,,,2010,"210,000 mi",Diesel,Manual,Saloon,1.6 litre,,,5,4,Black,Ireland,3,200,Dec 2022,,,,,,
Ford Mondeo 2008,"€1,350",Ford,Mondeo,,,2008,"315,112 km",Diesel,Automatic,Saloon,2.0 litre,,,5,4,Grey,Ireland,7,570,Jan 2023,,,,,,
141 Bmw 730d M-Sport,"€22,900",BMW,7-Series,M Sport,Luxury Trim,2014,"17,900 km",Diesel,Automatic,Saloon,3.0 litre,258hp,7.2 sec,5,4,Black,Ireland,1,390,Jan 2024,---,,,,,
Audi A3 Saloon 1.0tfsi 110HP S Line - Reversing C,"€43,263",Audi,A3,---,---,2022,15 km,Petrol,Manual,Saloon,1.0 litre,---,---,---,4,Blue,Other,---,---,---,---,Available,,,,
Nissan Micra 1.0 SV RVC My19 4DR,"€17,450",Nissan,Micra,SV,Medium Trim,2019,"8,176 km",Petrol,Manual,Hatchback,1.0 litre,100hp,16.4 sec,5,4,Grey,Ireland,1,270,Jan 2023,4/5,Available,,,,
Peugeot Rifter 1.5 Bluehdi 100BHP Allure 7 Seater,"€29,995",Peugeot,RIFTER,Allure,Medium Trim,2020,"30,522 km",Diesel,Manual,MPV,1.5 litre,100hp,14.0 sec,7,5,Grey,Ireland,1,200,Jan 2024,4/5,Available,,,,
171 Nissan Navara Automatic,"€20,900",Nissan,Navara,---,---,2017,"195,000 km",Diesel,Manual,Pick Up,2.3 litre,---,---,5,4,White,Ireland,1,333,Jul 2023,---,,,,,
12 Bmw 520d Sport Automatic,"€10,995",BMW,5-Series,SE,Base Trim,2012,"248,000 km",Diesel,Automatic,Saloon,2.0 litre,184hp,8.1 sec,5,4,Grey,Ireland,1,270,Jan 2023,5/5,,,,,
218 AUTOMATIC / LEATHER/ BMW HISTORY,"€16,900",BMW,2-Series,SE,Base Trim,2015,"83,000 km",Diesel,Automatic,Estate/Jeep,2.0 litre,150hp,8.9 sec,5,4,Silver,Ireland,1,190,Jul 2023,---,,,,,
BMW 5 series AUTOMATIC,"€13,950",BMW,5-Series,SE,Base Trim,2015,"167,000 mi",Diesel,Automatic,Saloon,2.0 litre,150hp,9.4 sec,5,4,Black,Ireland,2,190,May 2023,---,,,,,
520 AUTO TAXED NCT'D UPGRADE NEW ALLOYS,"€20,900",BMW,5-Series,SE,Base Trim,2016,"99,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,Grey,Ireland,1,190,Jan 2024,---,,,,,
C1080 AUTO AVANT-GARDE AMG,"€5,900",Mercedes-Benz,C-Class,,,2008,"242,000 km",Petrol,Automatic,Saloon,1.8 litre,,,5,4,Black,Ireland,1,---,Jan 2023,,,,,,
2007 Bentley GTC,"€59,900",Bentley,Continental,,,2007,"99,000 km",Petrol,Automatic,Convertible,6.0 litre,,,4,2,Grey,Ireland,1,1809,Jan 2023,,,,,,
Mercedes Clk Elegance 200 kompressor IMMACULATE,"€5,995",Mercedes-Benz,CLK-Class,,,2007,"147,300 km",Petrol,Automatic,Coupe,1.8 litre,,,4,2,Silver,Ireland,3,636,May 2023,,,,,,
211 RangeRover Sport Phev,"€99,900",LAND ROVER,Range Rover,Autobiography,Medium Trim,2021,"15,000 mi",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,404hp,6.8 sec,5,5,Grey,Ireland,1,150,Feb 2025,5/5,,13 kWh,,,---
2009 BMW 730d Sport,"€14,900",BMW,7-Series,,,2009,"135,000 mi",Diesel,Automatic,Saloon,3.0 litre,,,---,4,Grey,Ireland,1,750,Nov 2022,,,,,,
"Suzuki Swift Automatic "" Immaculate""","€9,950",Suzuki,Swift,---,---,2013,"105,000 km",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Red,---,---,---,---,---,6 Month,,,,
Hyundai Tucson Premium 2019,"€32,950",Hyundai,Tucson,Premium,Luxury Trim,2019,---,Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Grey,Ireland,---,270,Feb 2023,5/5,,,,,
191d Bmw 116d M-Sport Shadow line new album,"€24,995",BMW,1-Series,M Sport,Luxury Trim,2019,"89,000 mi",Diesel,Automatic,Hatchback,1.5 litre,116hp,10.3 sec,5,3,Black,Ireland,---,190,Feb 2023,5/5,,,,,
Commercial Vehicle Auction,No Price,Vauxhall,Vivaro,,,2015,"86,329 mi",Diesel,Manual,Panel Van,1.6 litre,,,3,,,,,,,,,,,,
Volkswagen T-Roc 2.0 TDI 116HP Life,No Price,Volkswagen,T-Roc,Life,Base Trim,2022,11 km,Diesel,Manual,SUV,2.0 litre,116hp,10.4 sec,5,5,Blue,Ireland,1,---,---,5/5,3 Year,,,,
Ford Kuga 1.5tdci 120PS FWD St-line,No Price,Ford,Kuga,ST-LINE,Sports Trim,2019,---,Diesel,Manual,SUV,1.5 litre,120hp,12.7 sec,5,4,White,Ireland,1,280,Jul 2023,5/5,Available,,,,
2010 RangeRover Vogue SE Business Tax €333,"€24,900",LAND ROVER,Range Rover,,,2010,"121,000 mi",Diesel,Automatic,SUV,3.6 litre,,,5,5,Black,Ireland,1,333,Oct 2022,,,,,,
08 Bmw 630i Sport,"€10,900",BMW,6-Series,,,2008,"110,900 mi",Petrol,Automatic,Coupe,3.0 litre,,,4,2,Silver,Ireland,3,1490,Nov 2023,,,,,,
12 Opel Astra  GTC 1.7 CDtI,"€6,995",Opel,Astra,Sport,Base Trim,2012,"194,000 km",Diesel,Manual,Hatchback,1.7 litre,110hp,---,5,3,White,Ireland,3,200,Jan 2023,5/5,,,,,
142 Volvo S60,"€12,900",Volvo,S60,SE,Medium Trim,2014,"109,000 mi",Diesel,Manual,Saloon,2.0 litre,181hp,7.4 sec,5,4,Blue,Ireland,---,180,Jan 2023,---,,,,,
Applied Varimount 350 PTO Compressor - 350 CFM,€84,Other,,,,,,,,,,,,,,,,,,,,,,,Compressor Equipment,
2014 VOLVO S80 SE D4 GT 2.0 DSL. 180bhp. AUTO,"€14,995",Volvo,S80,SE,Medium Trim,2014,"82,000 mi",Diesel,Automatic,Saloon,2.0 litre,181hp,8.4 sec,5,4,Silver,Ireland,1,200,Aug 2024,---,3 Month,,,,
730 LWB,"€14,900",BMW,7-Series,---,---,2011,"159,000 mi",Diesel,Automatic,Saloon,3.0 litre,---,---,---,4,Silver,Ireland,2,---,Oct 2021,---,,,,,
Nissan Qashqai NCT 06/23,"€3,995",Nissan,Qashqai,,,2009,"199,698 mi",Diesel,Manual,Hatchback,1.5 litre,,,5,5,Blue,Ireland,2,280,Jun 2023,,3 Month,,,,
182d  Audi A3 saloon S-Line 1.6 TDI,"€28,900",Audi,A3,S Line,Sports Trim,2018,"68,000 km",Diesel,Manual,Saloon,1.6 litre,116hp,10.4 sec,5,4,White,Ireland,1,190,Jul 2024,5/5,,,,,
Volkswagen Scirocco 1.4 TSI VRT INCLUDED,"€9,250",Volkswagen,Scirocco,,,2010,"77,507 mi",Petrol,Automatic,Coupe,1.4 litre,,,5,3,White,UK,4,---,Oct 2023,,6 Month,,,,
161 Landrover Discovery Sport,"€26,900",LAND ROVER,Discovery Sport,S,Base Trim,2016,"148,000 km",Diesel,Manual,SUV,2.0 litre,150hp,11.7 sec,5,5,Grey,Ireland,1,280,Feb 2024,5/5,,,,,
02 Landcruiser GX LWB Crewcab,"€11,950",Toyota,Landcruiser,,,2002,"230,000 mi",Diesel,Manual,SUV,3.0 litre,,,,,,,,,,,,,,,
Skoda Superb 2016 2.0 TDI Style - Luxury,"€21,700",Skoda,Superb,Style,Medium Trim,2016,"109,862 km",Diesel,Manual,Saloon,2.0 litre,150hp,8.8 sec,5,4,Grey,Ireland,2,190,May 2024,---,,,,,
Genie Z60 ft boom,€0,GENIE,,,,,,,,,,,,,,,,,,,,,,,Other,
132d Bmw M3 Convertible DCT,"€44,900",BMW,M3,M3,Sports Trim,2013,"39,000 mi",Petrol,Automatic,Convertible,4.0 litre,420hp,5.1 sec,4,2,Black,Ireland,---,2350,Dec 2024,---,,,,,
2007 Landrover Discovery 7 Seats***Taxed 08/23***,"€8,900",LAND ROVER,Discovery,,,2007,"344,000 km",Diesel,Manual,SUV,2.7 litre,,,7,5,Black,Ireland,1,1391,Jan 2023,,,,,,
08 BMW 320i Sport 1 Owner,"€5,900",BMW,3-Series,,,2008,"99,000 mi",Petrol,Manual,Saloon,2.0 litre,,,5,4,Grey,Ireland,---,390,Jul 2023,,,,,,
132 Mercedes C220 CDI AMG,"€12,900",Mercedes-Benz,C-Class,---,Base Trim,2013,"279,000 km",Diesel,Manual,Coupe,2.1 litre,170hp,8.4 sec,4,2,Black,Ireland,2,190,Nov 2023,---,,,,,
"JCB 8060 DIGGER, 4100 hours - ORDER 23674",No Price,JCB,,,,,,,,,,,,,,,,,,,,,,,Excavators,
Renault Grand Modus,"€2,750",Renault,Grand Modus,,,2008,"140,500 km",Petrol,Manual,MPV,1.1 litre,,,5,5,Silver,Ireland,7,280,Feb 2023,,3 Month,,,,
152 Bmw 520d M-Sport,"€20,900",BMW,5-Series,M SPORT,Sports Trim,2015,"219,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.7 sec,5,4,White,Ireland,2,200,Dec 2023,---,,,,,
Ford Fiesta Zetec,"€2,350",Ford,Fiesta,,,2008,205 km,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Green,Ireland,1,280,Mar 2022,,,,,,
Honda Civic Petrol Hybrid,"€6,450",Honda,Civic,,,2010,"136,920 km",Petrol Hybrid,Automatic,Saloon,1.3 litre,,,5,4,Silver,Ireland,1,170,Feb 2023,,3 Month,,,,
191 Landrover Sport HSE Dynamic P400,"€84,900",LAND ROVER,Range Rover Sport,HSE Dynamic,Sports Trim,2019,"89,000 km",Petrol Plug-in Hybrid,Automatic,SUV,2.0 litre,404hp,6.7 sec,5,5,Blue,Ireland,---,150,Feb 2023,---,,13.1 kWh,,,---
BMW X5 45E M Sport,"€102,900",BMW,X5,xLine,Base Trim,2021,"11,000 km",Petrol Plug-in Hybrid,Automatic,SUV,3.0 litre,394hp,5.6 sec,5,4,Blue,Ireland,---,140,Sep 2025,---,,24 kWh,,,80 km
Nissan QASHQAI 1.6 DCI Tekna 130PS 5D,"€21,995",Nissan,Qashqai,SV Premium,Medium Trim,2016,"118,564 km",Diesel,Manual,Hatchback,1.6 litre,130hp,9.9 sec,5,5,White,Ireland,2,200,Jun 2022,5/5,Available,,,,
212d BMW X5 45E M Sport,"€102,900",BMW,X5,xLine,Base Trim,2021,"11,000 km",Petrol Plug-in Hybrid,Automatic,SUV,3.0 litre,394hp,5.6 sec,5,4,Blue,Ireland,---,140,Sep 2025,---,,24 kWh,,,80 km
181 BMW 520d M Sport,"€33,900",BMW,5-Series,M Sport,Sports Trim,2018,"140,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,Blue,Ireland,---,190,Apr 2024,---,,,,,
Volkswagen Tiguan 2.0 TDI 150HP Elegance DSG,"€54,400",Volkswagen,Tiguan,Elegance,Luxury Trim,2022,100 km,Diesel,Automatic,SUV,2.0 litre,150hp,9.4 sec,5,5,Black,Ireland,1,---,---,5/5,Available,,,,
Honda Civic vti 1.5 vtec jap import,"€5,000",Honda,Civic,,,1998,"244,000 km",Petrol,---,Hatchback,1.5 litre,,,5,---,Silver,Ireland,5,413,Aug 2019,,,,,,
191 Toyota Yaris 1.5 Hybrid Luna,"€19,900",Toyota,Yaris,Luna,Medium Trim,2019,"56,000 km",Petrol Hybrid,Automatic,MPV,1.5 litre,100hp,11.8 sec,5,4,Grey,Ireland,---,180,Jan 2023,5/5,,0.9 kWh,,,
171 Bmw 520d Sport,"€24,900",BMW,5-Series,SE,Base Trim,2017,"159,000 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,White,Ireland,1,180,Jul 2024,---,,,,,
Volvo s40 NEW NCT,"€5,995",Volvo,S40,CLASSIC SE,Medium Trim,2011,"154,000 km",Diesel,Manual,Saloon,1.6 litre,115hp,11.4 sec,5,4,Black,Ireland,4,180,May 2023,---,3 Month,,,,
Vauxhall Corsa NEW NCT,"€2,550",Vauxhall,Corsa,,,2009,"167,266 mi",Diesel,Manual,Hatchback,1.7 litre,,,5,5,Silver,Ireland,4,280,Nov 2023,,3 Month,,,,
Mercedes-Benz E-Class 2017,"€32,500",Mercedes-Benz,E-Class,AVANTGARDE,Base Trim,2017,"106,136 km",Diesel,Automatic,Saloon,2.0 litre,194hp,7.3 sec,5,4,White,Ireland,2,190,Jul 2023,5/5,,,,,
Seat leon,"£7,900",SEAT,Leon,---,---,2013,"105,000 km",Diesel,Manual,Hatchback,2.0 litre,---,---,5,5,Red,United Kingdom,5,---,---,---,,,,,
Toyota Levin ae101 supercharged,"€9,750",Toyota,Levin,,,1994,"204,000 km",Petrol,Unknown,Coupe,1.6 litre,,,,,,,,,,,,,,,
13 RENAULT GRAND SCENIC FINANCE WARRANTY,"€8,999",Renault,Grand Scenic,DYNAMIQUE,Medium Trim,2013,"172,000 km",Diesel,Manual,MPV,1.5 litre,110hp,13.3 sec,7,5,White,Ireland,---,190,Apr 2022,5/5,3 Month,,,,
2015 Daf Xf Spacecab,"€23,000",DAF,Other,,,2015,"756,000 km",Diesel,---,Articulated Tractor Unit,12.9 litre,,,,,,,,,,,,,460,,
Audi A5 New NCT,"€1,750",Audi,A3,,,2005,"186,500 mi",Petrol,Manual,Hatchback,1.6 litre,,,---,3,Red,Ireland,7,514,Jan 2022,,,,,,
Opel Corsa,"€2,750",Opel,Corsa,,,2007,"167,100 km",Petrol,Manual,Hatchback,1.2 litre,,,---,5,Silver,Ireland,8,358,Jul 2023,,,,,,
"Mini ONE, 2016,1.2i 102 BHP 6 SPEED 118 KLMS","€14,850",Mini,ONE,---,---,2016,"118,000 km",Petrol,Manual,Hatchback,1.2 litre,---,---,5,4,Blue,Ireland,2,200,Sep 2024,---,6 Month,,,,
Volvo V90 Momentum D4 Auto,"€27,995",Volvo,V90,---,---,2017,"111,389 km",Diesel,Automatic,Hatchback,2.0 litre,---,---,---,5,Blue,UK,1,---,Apr 2024,---,,,,,
** RIPPER TOOTH  30 MM + 35 MM **,€500,---,,,,,,,,,,,,,,,,,,,,,,,---,
** 2015 PEUGEOT BOXER DROPSIDE VAN **,"€8,950",---,,,,,,,,,,,,,,,,,,,,,,,---,
Volvo EC140DL,"€41,000",Volvo,,,,,,,,,,,,,,,,,,,,,,,Excavators,
** 2016  ARDEN S1702 hydraulic selector GRAB **,"€7,450",---,,,,,,,,,,,,,,,,,,,,,,,---,
JLG 10RS 12m BATTERY SCISSOR (2016),"€7,000",Other,,,,,,,,,,,,,,,,,,,,,,,Other,
Iveco Euro Cargo Eurocargo 80e18d Crewcab Tipper,"€4,750",Iveco,Eurocargo,,,2010,50 km,Diesel,---,---,3.9 litre,,,,,,,,,,,,,---,,
Audi A3 1.4 Tfsi Automatic 5 Door Reverse Camera,"€18,495",Audi,A3,---,Base Trim,2016,"118,180 km",Petrol,Automatic,Hatchback,1.4 litre,125hp,9.3 sec,5,5,Black,Ireland,1,190,---,5/5,Available,,,,
Audi A5 2.0tdi 190 S Line,"€35,500",Audi,A5,S Line,Sports Trim,2018,"55,289 km",Diesel,Manual,Coupe,2.0 litre,190hp,7.7 sec,4,2,Black,Ireland,3,200,Jul 2022,5/5,12 Month,,,,
Ford Fiesta 1.0 Ecoboost 65ps Zetec Call Sean 086,"€12,900",Ford,Fiesta,Zetec,Medium Trim,2016,"51,400 km",Petrol,Manual,Hatchback,1.0 litre,65hp,16.8 sec,5,4,Silver,Ireland,1,180,May 2024,5/5,Available,,,,
Volkswagen Polo 1.0 TSI Petrol 1 Owner,"€15,999",Volkswagen,Polo,Trendline,Base Trim,2018,"27,000 mi",Petrol,Manual,Hatchback,1.0 litre,65hp,16.1 sec,5,5,Beige,Ireland,1,190,Jul 2022,---,Available,,,,
Renault Captur SE Edition Naeb Tce  Service Plan,"€35,168",Renault,Captur,SE Edition,Luxury Trim,2022,0 km,Petrol,Manual,Crossover,1.0 litre,90hp,14.0 sec,5,5,White,Ireland,---,---,---,5/5,Available,,,,
Volkswagen T-Roc 1.0 TSI 115bhp Design,"€28,950",Volkswagen,T-Roc,Design,Medium Trim,2020,"28,001 km",Petrol,Manual,SUV,1.0 litre,115hp,10.1 sec,5,5,Black,Ireland,2,200,Aug 2024,5/5,12 Month,,,,
Volkswagen Polo 1.0 TSI 95hp R-line,No Price,Volkswagen,Polo,R-Line,Sports Trim,2022,11 km,Petrol,Manual,Hatchback,1.0 litre,95hp,10.8 sec,5,5,White,Ireland,1,---,---,5/5,3 Year,,,,
Peugeot 208 1.2 Puretech 100bhp Allure Pack,"€26,495",Peugeot,208,Allure Pack,Luxury Trim,2022,"8,000 km",Petrol,Manual,Hatchback,1.2 litre,101hp,9.9 sec,5,5,Yellow,Ireland,1,190,Mar 2026,4/5,Available,,,,
Mercedes-Benz A-Class A180 - 2013 - PRICE DROP,"€10,900",Mercedes-Benz,A-Class,STYLE,Base Trim,2013,"267,000 km",Diesel,Unknown,Hatchback,1.5 litre,90hp,11.3 sec,5,5,White,Ireland,---,180,Nov 2022,5/5,,,,,
2013 Audi A4 2L Tdi Manual,"€9,000",Audi,A4,---,Base Trim,2013,"182,000 mi",Diesel,Manual,Saloon,2.0 litre,120hp,10.5 sec,5,4,Black,Ireland,1,200,Aug 2023,---,,,,,
BMW X3 Xdrive30e M-sport,"€75,495",BMW,X3,---,---,2023,---,Hybrid,Automatic,SUV,2.0 litre,---,---,---,---,---,---,---,---,---,---,Available,---,,,
Trailer Trailer Goldhoffer TRI Axle Lowloader,€1,Trailer,Trailer,,,2022,---,Diesel,---,---,---,,,,,,,,,,,,,---,,
"Peugeot Partner, 2016",No Price,Peugeot,Partner,,,2016,"72,265 mi",Diesel,Manual,MPV,1.6 litre,,,2,,,,,,,,,,,,
Audi A1 30 Tfsi 110HP,"€29,950",Audi,A1,Attraction,Base Trim,2022,"16,538 km",Petrol,Manual,Hatchback,1.0 litre,110hp,10.5 sec,5,4,White,Ireland,1,200,May 2026,5/5,2 Year,,,,
Nissan Qashqai 2012,"€6,950",Nissan,Qashqai,XE,Base Trim,2012,"117,027 mi",Diesel,Unknown,Hatchback,1.5 litre,110hp,12.4 sec,5,---,Grey,Ireland,---,280,Mar 2024,---,,,,,
Opel Astra 2013 (1.3CDTI 95PS 5DR),"€6,000",Opel,Astra,SE,Medium Trim,2013,"212,000 km",Diesel,Manual,Hatchback,1.2 litre,95hp,14.5 sec,5,5,Grey,Ireland,1,190,Nov 2023,5/5,,,,,
2012 Suzuki Swift *MANUAL*,"€7,650",Suzuki,Swift,GLX,Luxury Trim,2012,"76,000 km",Petrol,Automatic,Hatchback,1.2 litre,94hp,13.5 sec,5,5,White,Ireland,1,180,Jan 2024,5/5,,,,,
Scania R420,"€8,950",Scania,Other,,,2008,"1,200,000 km",Diesel,---,Articulated Tractor Unit,11.7 litre,,,,,,,,,,,,,420,,
BMW 1 Series 132  116i Automatic  1.6 Petrol,"€14,950",BMW,1-Series,---,---,2013,"69,000 km",Petrol,Automatic,Hatchback,1.6 litre,---,---,---,5,Black,Ireland,---,---,Apr 2024,---,Available,,,,
Mercedes e270 CDI Elegance TAX 10/22,"€1,000",Mercedes-Benz,E-Class,,,2004,216 mi,Diesel,Automatic,Saloon,2.7 litre,,,5,4,Silver,Northern Ireland,4,---,---,,,,,,
Volkwagen Golf 2010 1.6 Diesel R-Line,"€5,950",Volkswagen,Golf,,,2010,---,Diesel,---,Hatchback,1.6 litre,,,5,5,Grey,Ireland,4,200,Aug 2023,,,,,,
132 Renault traffic lwb,"€2,450",Renault,Trafic,,,2013,260 mi,Diesel,---,MPV,2.0 litre,,,3,,,,,,,,,,,,
Hitachi digger,"€19,000",HITACHI,,,,,,,,,,,,,,,,,,,,,,,Excavators,
Skoda Scala 1.0tsi 115Bhp Ambition 5DR,"€20,950",Skoda,SCALA,Ambition,Medium Trim,2020,"39,500 km",Petrol,Manual,Hatchback,1.0 litre,116hp,9.8 sec,5,4,Blue,Ireland,1,200,Jan 2024,5/5,2 Year,,,,
06 ford focus just passed NCT,"€1,275",Ford,Focus,,,2006,142 mi,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Blue,Ireland,2,385,Jul 2023,,,,,,
2018 SHERCO SE 300 2t,"€4,950",SHERCO,Enduro,,,2018,"2,000 mi",,,,293 cc,,,,,,,,,,,,,,,
Tidy BMW 5-Series 2010,"€6,450",BMW,5-Series,,,2010,"263,000 km",Diesel,Manual,Saloon,2.0 litre,,,5,4,Black,Ireland,3,280,May 2023,,,,,,
2015 Nissan Qashqai,"€16,500",Nissan,Qashqai,XE,Base Trim,2015,"93,000 mi",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,5,Blue,Ireland,1,180,May 2023,5/5,,,,,
"Volkswagen Polo, 2012 1.2 Tsi Dsg Automatic","€8,899",Volkswagen,Polo,---,---,2012,"58,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,---,5,Red,Ireland,1,---,Aug 2024,---,3 Month,,,,
"Volkswagen Golf, 2011 1.2 tsi automatic","€8,799",Volkswagen,Golf,---,---,2011,"50,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Blue,Ireland,1,---,Aug 2023,---,3 Month,,,,
ALL CARS WANTED,"€1,234",BMW,5-Series,SC,Medium Trim,2012,---,---,Manual,---,1.2 litre,75hp,14.8 sec,5,5,---,Ireland,---,180,---,4/5,,,,,
2013 V.W Golf 1.2 Tsi automatic/Only 57000 miles,"€10,799",Volkswagen,Golf,---,---,2013,"57,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,---,5,Black,Ireland,1,---,Aug 2024,---,3 Month,,,,
2013 V.W Golf 1.2 Tsi automatic/Only 16000 miles,"€11,199",Volkswagen,Golf,---,---,2013,"16,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Red,Ireland,1,---,Jul 2024,---,3 Month,,,,
Mitsubishi Other 1993,"€2,500",Mitsubishi,Other,,,1993,---,Diesel,Automatic,Estate,2.5 litre,,,,,,,,,,,,,,,
BMW X4 Xdrive20d M Sport,No Price,BMW,X4,---,---,2022,---,Diesel,Automatic,SUV,2.0 litre,---,---,---,---,---,Other,---,---,---,---,3 Year,,,,
Hyundai Tucson 1.6 Executive  from  339 per Month,"€30,950",Hyundai,Tucson,Executive,Medium Trim,2020,"101,596 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Black,Ireland,1,270,Jan 2024,5/5,Available,,,,
Volkswagen Up! 1.0 Automatic,"€6,899",Volkswagen,Up!,TAKE UP,Base Trim,2012,"55,000 mi",Petrol,Automatic,Hatchback,1.0 litre,75hp,13.2 sec,4,5,Black,Ireland,1,170,Aug 2024,5/5,3 Month,,,,
"Volkswagen Polo, 2013 1.2 Tsi Dsg Automatic","€9,999",Volkswagen,Polo,TRENDLINE,Base Trim,2013,"48,000 mi",Petrol,Automatic,Hatchback,1.2 litre,60hp,16.1 sec,5,5,Black,Ireland,---,180,Jan 2021,---,3 Month,,,,
"Volkswagen Polo, 2013 1.2 tsi Automatic","€10,299",Volkswagen,Polo,TRENDLINE,Base Trim,2013,"39,000 mi",Petrol,Automatic,Hatchback,1.2 litre,60hp,16.1 sec,5,5,Black,Ireland,1,180,Sep 2024,---,3 Month,,,,
VOLKSWAGEN PASSAT ESTATE 1.9TDI..NEW NCT,"€2,100",Volkswagen,Passat,,,2004,"142,000 mi",Diesel,Manual,Estate,1.9 litre,,,5,5,Silver,Ireland,4,673,Sep 2022,,,,,,
"Volkswagen Polo, 2011 1.2 Tsi Dsg Automatic","€8,399",Volkswagen,Polo,---,---,2011,"56,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,White,Ireland,---,---,Jul 2023,---,3 Month,,,,
"Volkswagen Polo, 2013 1.2 Tsi Dsg Automatic","€10,299",Volkswagen,Polo,---,---,2013,"54,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Black,Ireland,1,---,---,---,3 Month,,,,
ALL VANS WANTED,"€1,234",Ford,Transit,,,2016,---,Diesel,Manual,Drop-Side Lorry,2.2 litre,,,3,,,,,,,,,,,,
"Volkswagen Polo, 2013 1.2 Tsi Dsg Automatic","€10,299",Volkswagen,Polo,---,---,2013,"27,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Silver,Ireland,1,---,Sep 2024,---,3 Month,,,,
Audi A1 20121.4 Tfsi Petrol Automatic // 1 Owner,"€10,599",Audi,A1,---,Base Trim,2012,"53,000 mi",Petrol,Automatic,Hatchback,1.4 litre,122hp,8.9 sec,4,3,Silver,Ireland,1,190,May 2023,---,3 Month,,,,
Volkswagen Up Red Automatic Bluemotion,"€10,499",Volkswagen,Up!,---,---,2016,"48,000 mi",Petrol,Automatic,Hatchback,1.0 litre,---,---,4,5,White,Ireland,1,---,---,---,3 Month,,,,
"Volkswagen Golf, 2012 tsi auto /only 41000 miles","€9,899",Volkswagen,Golf,---,---,2012,"41,000 mi",Petrol,Automatic,Hatchback,1.2 litre,---,---,5,5,Red,Ireland,1,---,---,---,3 Month,,,,
BMW i8 1.5 Hybrid,"€69,950",BMW,i8,---,Base Trim,2017,"62,000 km",Hybrid,Automatic,Coupe,1.5 litre,362hp,4.4 sec,4,2,Silver,Ireland,2,170,Jan 2023,---,Available,7.1 kWh,,,
Ford Transit Custom Trend LWB 105BHP,"€31,900",Ford,Transit,,,2022,90 km,Diesel,Manual,Car Derived Van,2.0 litre,,,---,,,,,,,,,,,,
